APINENE,0
NO3,1
NAPINAO2,2
NAPINBO2,3
O3,4
APINOOA,5
APINOOB,6
OH,7
APINAO2,8
APINBO2,9
APINCO2,10
HO2,11
NAPINAOOH,12
NO,13
NAPINAO,14
NO2,15
APINBNO3,16
NAPINBOOH,17
NAPINBO,18
APINANO3,19
NC101CO,20
C107O2,21
C109O2,22
APINBOO,23
C96O2,24
CO,25
APINAOOH,26
APINAO,27
APINBOH,28
APINBOOH,29
APINBO,30
APINBCO,31
APINCOOH,32
APINCNO3,33
APINCO,34
APINCOH,35
PINAL,36
NC101O2,37
C96CO3,38
C107OOH,39
C107O,40
C107OH,41
C109OOH,42
C109O,43
C109CO,44
C109OH,45
SO2,46
SO3,47
H2O2,48
PINONIC,49
C96OOH,50
C96NO3,51
C96O,52
C96OH,53
NORPINAL,54
CH3COCH3,55
HCC7CO,56
C720O2,57
HNO3,58
PINALO2,59
NC101OOH,60
NC101O,61
PERPINONIC,62
C10PAN2,63
C108O2,64
C89CO3,65
HCHO,66
C920CO3,67
C920O2,68
C97O2,69
C85CO3,70
C85O2,71
CH3COCH2O2,72
CH3CO3,73
CH3O2,74
C719O2,75
C720OOH,76
C720NO3,77
C720O,78
C720OH,79
PINALOOH,80
PINALNO3,81
PINALO,82
PINALOH,83
NC102O2,84
C108OOH,85
C108NO3,86
C108O,87
C108OH,88
C89CO2,89
C89CO2H,90
C89CO3H,91
C89PAN,92
H2,93
C920CO3H,94
HOPINONIC,95
C920PAN,96
C920OOH,97
C920O,98
C97OOH,99
C97O,100
C97OH,101
C85CO3H,102
C9PAN2,103
C85OOH,104
C85O,105
CH3COCH2O,106
HYPERACET,107
ACETOL,108
MGLYOX,109
CH3CO2H,110
CH3CO3H,111
PAN,112
CH3OOH,113
CH3NO3,114
CH3O,115
CH3O2NO2,116
CH3OH,117
C719OOH,118
C719NO3,119
C719O,120
C719OH,121
CO235C6CHO,122
C106O2,123
NC102OOH,124
NC102O,125
C717O2,126
C811CO3,127
C89O2,128
CO13C4CHO,129
C921O2,130
C98O2,131
C86O2,132
C716OH,133
CO235C6CO3,134
CHOC3COCO3,135
C106OOH,136
C106NO3,137
C106O,138
C106OH,139
NC71O2,140
C717OOH,141
C717NO3,142
C717O,143
C717OH,144
C811CO3H,145
C811O2,146
PINIC,147
C811PAN,148
C89OOH,149
C89NO3,150
C89O,151
C89OH,152
CHOC3COO2,153
C921OOH,154
C921O,155
C98OOH,156
C98NO3,157
C98O,158
C98OH,159
C86OOH,160
C86O,161
H3C25C6CO3,162
H3C25C6O2,163
C235C6CO3H,164
CO235C6O2,165
C7PAN3,166
CHOC3COOOH,167
CHOC3COPAN,168
C716O2,169
NC71OOH,170
NC71O,171
C811OOH,172
C811NO3,173
C811O,174
C721CHO,175
C811OH,176
C810O2,177
C413COOOH,178
CHOC3COO,179
C922O2,180
C614CO,181
C614O2,182
C511O2,183
H3C25CCO2H,184
H3C25CCO3H,185
H3C25C6PAN,186
H3C25C6OOH,187
H3C25C6O,188
H3C25C5CHO,189
H3C25C6OH,190
CO235C6OOH,191
CO235C6O,192
CO235C5CHO,193
C4CODIAL,194
C716OOH,195
C716O,196
NC71CO,197
C812O2,198
C721CO3,199
C721O2,200
C810OOH,201
C810NO3,202
C810O,203
C810OH,204
HCOCH2CO3,205
C922OOH,206
C922O,207
BIACETO2,208
HOCH2CO3,209
C614OOH,210
C614NO3,211
C614O,212
C614OH,213
C511OOH,214
C511O,215
H3C2C4CO3,216
HMVKAO2,217
CO23C4CO3,218
C312COCO3,219
CHOCOCH2O2,220
NC72O2,221
C812OOH,222
C812O,223
C812OH,224
C721CO3H,225
NORPINIC,226
C721PAN,227
C721OOH,228
C721O,229
C514O2,230
HCOCH2CO2H,231
HCOCH2CO3H,232
HCOCH2O2,233
C3PAN2,234
C621O2,235
BIACETOOH,236
BIACETO,237
BIACETOH,238
CO23C3CHO,239
HOCH2CO2H,240
HOCH2CO3H,241
PHAN,242
CO23C4CHO,243
HCOCH2CHO,244
H3C2C4CO2H,245
H3C2C4CO3H,246
H3C2C4PAN,247
HMVKAOOH,248
HMVKANO3,249
HMVKAO,250
CO2H3CHO,251
HO12CO3C4,252
CO23C4CO3H,253
C5PAN9,254
C312COCO3H,255
C312COPAN,256
ALCOCH2OOH,257
CHOCOCH2O,258
NC72OOH,259
NC72O,260
C813O2,261
C722O2,262
C514OOH,263
C514NO3,264
C514O,265
C514OH,266
HCOCH2OOH,267
HCOCH2O,268
GLYOX,269
HOCH2CHO,270
C621OOH,271
C621O,272
HCOCO,273
CO2H3CO3,274
C33CO,275
NC61CO3,276
C813OOH,277
C813NO3,278
C813O,279
C813OH,280
C722OOH,281
C722O,282
H1C23C4CHO,283
HCOCO3,284
CO2H3CO3H,285
C4PAN6,286
NC61CO3H,287
NC6PAN1,288
CO13C3CO2H,289
C516O2,290
C44O2,291
H1C23C4CO3,292
H1C23C4O2,293
HCOCO2H,294
HCOCO3H,295
C516OOH,296
C516O,297
C44OOH,298
C44O,299
HC23C4CO3H,300
H1C23C4PAN,301
H1C23C4OOH,302
H1C23C4O,303
H1CO23CHO,304
N2O5,305
